,brawlername,event.mode,event.map,d,n,y,total_games,winrate,total_games_map,userate,percentile_quadrant
493,BUSTER,hotZone,Parallel Plays,0,125,120,245,0.4897959183673469,4602,0.053237722729248156,Q1
494,BUSTER,hotZone,Quarter Pounder,0,243,281,524,0.5362595419847328,34110,0.015362063910876576,Q1
495,BUSTER,hotZone,Ring of Fire,0,252,197,449,0.43875278396436523,24894,0.018036474652526713,Q2
496,BUSTER,hotZone,Split,0,277,320,597,0.5360134003350083,29244,0.020414443988510465,Q1
497,BUSTER,knockout,Belle's Rock,0,55,39,94,0.4148936170212766,54234,0.0017332300770734226,Q3
498,BUSTER,knockout,Flaring Phoenix,0,57,57,114,0.5,20676,0.005513639001741149,Q4
499,BUSTER,knockout,Goldarm Gulch,0,39,53,92,0.5760869565217391,6720,0.01369047619047619,Q1
500,BUSTER,knockout,New Perspective,0,113,128,241,0.5311203319502075,32994,0.007304358368188156,Q4
501,BUSTER,knockout,Out in the Open,0,122,100,222,0.45045045045045046,51246,0.004332045427935839,Q3
502,BUSTER,knockout,Riverside,0,21,8,29,0.27586206896551724,31974,0.0009069869268780884,Q3
503,BUSTER,knockout,X Marks the Spot,0,143,101,244,0.4139344262295082,43602,0.0055960735746066696,Q3
504,BUZZ,bounty,Canal Grande,0,265,216,481,0.4490644490644491,20526,0.02343369385170028,Q2
505,BUZZ,bounty,Dry Season,0,76,64,140,0.45714285714285713,29460,0.0047522063815342835,Q3
506,BUZZ,bounty,Excel,0,165,229,394,0.5812182741116751,17316,0.022753522753522753,Q1
507,BUZZ,bounty,Hideout,0,23,5,28,0.17857142857142858,11538,0.0024267637372161555,Q3
508,BUZZ,bounty,Layer Cake,0,132,145,277,0.5234657039711191,19848,0.013956066102378073,Q1
509,BUZZ,bounty,Shooting Star,0,26,13,39,0.3333333333333333,21186,0.0018408382894364204,Q3
510,BUZZ,bounty,Temple Ruins,0,74,59,133,0.44360902255639095,7824,0.016998977505112475,Q2
511,BUZZ,brawlBall,Backyard Bowl,23,1073,911,2007,0.4539113104135526,133578,0.01502492925481741,Q2
512,BUZZ,brawlBall,Beach Ball,39,1458,1440,2937,0.4902962206332993,88080,0.03334468664850136,Q1
513,BUZZ,brawlBall,Center Stage,88,3788,3858,7734,0.49883630721489525,170286,0.04541770903068955,Q1
514,BUZZ,brawlBall,Pinhole Punt,43,2218,2074,4335,0.47843137254901963,154962,0.027974600224571187,Q1
515,BUZZ,brawlBall,Sneaky Fields,43,2468,2247,4758,0.47225725094577553,118884,0.04002220652064197,Q2
516,BUZZ,brawlBall,Sunny Soccer,26,1400,1445,2871,0.5033089515848137,74093,0.03874859973276828,Q1
517,BUZZ,brawlBall,Super Beach,74,3761,3518,7353,0.4784441724466204,199884,0.03678633607492345,Q1
518,BUZZ,gemGrab,Crystal Arcade,0,258,278,536,0.5186567164179104,29454,0.018197867861750525,Q1
519,BUZZ,gemGrab,Deep Diner,0,318,266,584,0.4554794520547945,42288,0.013810064320847523,Q2
520,BUZZ,gemGrab,Double Swoosh,0,441,301,742,0.4056603773584906,51096,0.01452168467198998,Q2
521,BUZZ,gemGrab,Gem Fort,0,186,187,373,0.5013404825737265,18906,0.01972918650163969,Q1
522,BUZZ,gemGrab,Hard Rock Mine,0,475,502,977,0.5138178096212896,52902,0.018468110846470834,Q1
523,BUZZ,gemGrab,Minecart Madness,0,173,120,293,0.40955631399317405,40818,0.0071782056935665636,Q3
524,BUZZ,gemGrab,Undermine,0,292,290,582,0.49828178694158076,33870,0.017183348095659877,Q1
525,BUZZ,heist,Bridge Too Far,0,178,196,374,0.5240641711229946,45486,0.008222310161368334,Q4
526,BUZZ,heist,Hot Potato,1,215,257,473,0.5433403805496829,19140,0.02471264367816092,Q1
527,BUZZ,heist,Kaboom Canyon,1,60,60,121,0.49586776859504134,12288,0.009847005208333334,Q1
528,BUZZ,heist,Pit Stop,0,602,751,1353,0.5550628233555063,22482,0.06018147851614625,Q1
529,BUZZ,heist,Safe Zone,0,150,139,289,0.4809688581314879,26196,0.011032218659337303,Q1
530,BUZZ,heist,Snaked Assault,0,235,254,489,0.5194274028629857,27510,0.01777535441657579,Q1
531,BUZZ,heist,Tornado Ring,3,327,337,667,0.5052473763118441,28224,0.023632369614512472,Q1
532,BUZZ,hotZone,Controller Chaos,0,126,84,210,0.4,19152,0.010964912280701754,Q2
533,BUZZ,hotZone,Dueling Beetles,0,131,85,216,0.39351851851851855,32208,0.0067064083457526085,Q3
534,BUZZ,hotZone,Open Zone,0,35,22,57,0.38596491228070173,17556,0.003246753246753247,Q3
535,BUZZ,hotZone,Parallel Plays,0,41,34,75,0.4533333333333333,4602,0.016297262059973925,Q2
536,BUZZ,hotZone,Quarter Pounder,0,193,157,350,0.44857142857142857,34110,0.010260920551158018,Q2
537,BUZZ,hotZone,Ring of Fire,0,79,40,119,0.33613445378151263,24894,0.004780268337752068,Q3
538,BUZZ,hotZone,Split,0,259,237,496,0.4778225806451613,29244,0.016960744084256598,Q1
539,BUZZ,knockout,Belle's Rock,0,255,154,409,0.3765281173594132,54234,0.0075413946970535085,Q3
540,BUZZ,knockout,Flaring Phoenix,0,102,78,180,0.43333333333333335,20676,0.008705745792222866,Q4
541,BUZZ,knockout,Goldarm Gulch,0,40,26,66,0.3939393939393939,6720,0.009821428571428571,Q2
542,BUZZ,knockout,New Perspective,0,165,108,273,0.3956043956043956,32994,0.008274231678486997,Q3
543,BUZZ,knockout,Out in the Open,0,150,104,254,0.4094488188976378,51246,0.004956484408539203,Q3
544,BUZZ,knockout,Riverside,1,85,33,119,0.2773109243697479,31974,0.0037217739413273284,Q3
545,BUZZ,knockout,X Marks the Spot,0,155,114,269,0.42379182156133827,43602,0.006169441768726205,Q3
